serial_no,alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
556,82d88f40-4d70-480d-b722-c95a7f53073b,d2456994-361f-4b4e-b6b5-ed92bbef4538,EMP000556,Cloud Engineer,9.2,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",None,Hackathon Winner,0,1,1,06/15/2026,Public,LinkedIn,America/Chicago,https://portfolio.example.com/angelica-espinoza-556,https://github.com/aespinoza556,2025-10-25 05:48:41
557,5dfdeba4-3a97-4de2-8d01-f724ea5cce75,88d46982-6d76-409d-b981-701b0ef88201,EMP000557,ML Engineer,2.2,Mid,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",Azure Fundamentals,Hackathon Winner,1,0,1,03/16/2026,Private,Email,America/New_York,https://portfolio.example.com/michael-evans-557,https://github.com/mevans557,2025-10-25 05:48:41
558,49466099-7f36-4fea-97c7-97cfe30cbbb3,15f98ffb-f833-4626-9db1-9a107d93b951,EMP000558,ML Engineer,1.1,Early,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",Security+,Volunteer Lead,1,1,1,12/31/2026,Public,Email,America/New_York,https://portfolio.example.com/thomas-mercado-558,https://github.com/tmercado558,2025-10-25 05:48:41
559,04481979-d92d-438d-a4ca-635f2436ee56,54ff8d7d-ad27-4fdb-934a-ca365c87d54a,EMP000559,Security Analyst,11.9,Lead,"Network Security, Splunk, IAM","SIEM, SOC",Azure Fundamentals,Dean's List,0,1,1,08/15/2023,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/megan-gilbert-559,https://github.com/mgilbert559,2025-10-25 05:48:41
560,25c4ead6-6532-4755-bf56-43167c3ed4fa,e4fd0b5b-bd82-48f5-8d40-d0a97ad79a60,EMP000560,ML Engineer,6.9,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",PMP,Dean's List,0,0,1,12/14/2025,SLU-only,Phone,America/New_York,https://portfolio.example.com/jeffery-gray-560,https://github.com/jgray560,2025-10-25 05:48:41
561,afb3f4a3-b185-49f1-9d84-a18c1df3a044,af11b86a-8f05-42b1-9078-ab2ceb26245a,EMP000561,Cloud Engineer,7.7,Senior,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Security+,Hackathon Winner,0,0,0,02/12/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/matthew-camacho-561,https://github.com/mcamacho561,2025-10-25 05:48:41
562,2c37e0ac-4ab6-409b-8b8e-28ed9226fc82,8e4e6998-d5c3-427d-af57-702cf6d2629f,EMP000562,Data Analyst,7.4,Senior,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",Azure Fundamentals,Hackathon Winner,0,0,0,06/15/2023,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/timothy-nelson-562,https://github.com/tnelson562,2025-10-25 05:48:41
563,22fe3410-fead-472e-8314-00e106fa1fc4,f4b91bc4-fa34-4fbc-9b81-56d8127d375e,EMP000563,Data Engineer,9.4,Senior,"Power BI, Excel, Storytelling","Communication, Teamwork",Azure Fundamentals,Hackathon Winner,1,1,0,04/14/2025,Private,Phone,America/Los_Angeles,https://portfolio.example.com/cheryl-adams-563,https://github.com/cadams563,2025-10-25 05:48:41
564,831c887b-da6c-437a-85a2-991354eafbd7,04eda57f-8f19-41cb-9e75-04885c9e5836,EMP000564,Software Engineer,11.2,Lead,"Python, SQL, Statistics","Spark, Hadoop, PySpark",Azure Fundamentals,Capstone Award,1,0,0,02/13/2024,Public,Phone,America/New_York,https://portfolio.example.com/wayne-johnson-564,https://github.com/wjohnson564,2025-10-25 05:48:41
565,d85b76f1-99c7-4438-aaf1-037e66ae2160,6718cddf-8df4-4507-a218-b96032131e16,EMP000565,Data Engineer,11.8,Lead,"Python, SQL, Statistics","DAX, Modeling, Dashboards",PMP,Published Paper,0,1,0,12/14/2024,Private,Phone,America/Chicago,https://portfolio.example.com/michael-everett-565,https://github.com/meverett565,2025-10-25 05:48:41
566,73cfadfc-2646-4357-a970-be3710293580,d488923d-9d19-4aa5-8afe-3debdc2e5514,EMP000566,QA Engineer,3.0,Mid,"Network Security, Splunk, IAM","ML, DL, MLOps",Azure Fundamentals,Capstone Award,0,1,0,12/31/2026,Private,Email,America/Los_Angeles,https://portfolio.example.com/troy-hickman-566,https://github.com/thickman566,2025-10-25 05:48:41
567,4f38e83f-2b79-4bde-9260-e4001615be53,9d3cf881-dcb2-492b-adce-6609cfdb04e5,EMP000567,Cloud Engineer,9.7,Senior,"Python, SQL, Statistics","SIEM, SOC",PMP,Hackathon Winner,0,0,1,04/15/2023,Public,Email,America/New_York,https://portfolio.example.com/katherine-russell-567,https://github.com/krussell567,2025-10-25 05:48:41
568,5be48b67-185f-44eb-935e-34558facfed4,13754a7e-64d5-46dc-9115-a0a830d8fc42,EMP000568,Security Analyst,11.7,Lead,"Java, Algorithms, Data Structures","Communication, Teamwork",Azure Fundamentals,Volunteer Lead,1,1,0,03/16/2023,Public,Phone,America/Chicago,https://portfolio.example.com/scott-gonzalez-568,https://github.com/sgonzalez568,2025-10-25 05:48:41
569,5cc2237a-67f3-441b-a8d2-cfb35f578b19,67d8ac75-b8c4-4b23-b5a3-c4c80ea1d34b,EMP000569,ML Engineer,7.3,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",AWS CCP,Hackathon Winner,0,1,0,02/12/2026,Public,Phone,America/New_York,https://portfolio.example.com/kevin-reed-569,https://github.com/kreed569,2025-10-25 05:48:41
570,b6c88a63-09bc-41e1-99dd-c1c5e92b1e38,b996be85-7be0-4106-89b2-c70f0c7a3db2,EMP000570,Software Engineer,5.0,Senior,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",Azure Fundamentals,Capstone Award,1,1,1,12/31/2026,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/scott-ochoa-570,https://github.com/sochoa570,2025-10-25 05:48:41
571,c3f30180-9905-40f5-b462-4634968bb213,84c399be-d615-46be-889e-3d49a27a277f,EMP000571,Security Analyst,9.9,Senior,"Python, SQL, Statistics","AWS, Azure, GCP",None,Dean's List,0,0,0,03/16/2023,Private,LinkedIn,America/Chicago,https://portfolio.example.com/jason-maddox-571,https://github.com/jmaddox571,2025-10-25 05:48:41
572,c7943fdb-3a46-442b-8417-ba3835cfc847,ee0ce73c-7fc1-494b-8179-a5b11084b788,EMP000572,Security Analyst,5.5,Senior,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Azure Fundamentals,Hackathon Winner,0,1,0,08/15/2023,SLU-only,Email,America/New_York,https://portfolio.example.com/alan-mathis-572,https://github.com/amathis572,2025-10-25 05:48:41
573,6ca4877d-1ae5-4ffe-a07e-7953a4f75404,af7ea8cc-471e-4a5c-9eb2-e1dda142f4b8,EMP000573,QA Engineer,10.8,Lead,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Dean's List,0,1,1,03/16/2023,Private,LinkedIn,America/New_York,https://portfolio.example.com/erica-bryant-573,https://github.com/ebryant573,2025-10-25 05:48:41
574,4c5e01ea-b7a6-49f3-af2f-b23a503a0697,4bd4d3ae-be53-4b3b-b4d5-cd61c37f5057,EMP000574,QA Engineer,2.6,Mid,"Python, SQL, Statistics","AWS, Azure, GCP",PMP,Capstone Award,1,0,1,05/15/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/laura-cole-574,https://github.com/lcole574,2025-10-25 05:48:41
575,a9c272b3-ea53-4add-9700-ae9512b18410,26fde36b-88c7-4c42-a1dc-39f75ab6e575,EMP000575,Product Analyst,2.6,Mid,"Python, SQL, Statistics","Communication, Teamwork",None,Dean's List,0,0,1,05/14/2024,SLU-only,Email,America/Chicago,https://portfolio.example.com/paul-maldonado-575,https://github.com/pmaldonado575,2025-10-25 05:48:41
576,e35e732d-c42d-4c52-bce4-7c635c7d0494,11c67dcc-453b-4d70-abd0-ed91c33e0c8d,EMP000576,Data Analyst,0.2,Early,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",None,Volunteer Lead,0,0,0,12/31/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/linda-bowen-576,https://github.com/lbowen576,2025-10-25 05:48:41
577,8ea1da4b-3a91-4a94-900c-d66c04a58359,279344ef-4a23-43c3-aac7-dc40e07b2796,EMP000577,Security Analyst,9.1,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",PMP,Capstone Award,0,1,1,03/14/2024,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/karen-santiago-577,https://github.com/ksantiago577,2025-10-25 05:48:41
578,02e66e49-39ef-4dd0-ac75-3a1c4188270a,eea7f7eb-6c9e-43fb-8cdf-5c5da5889923,EMP000578,Data Engineer,8.6,Senior,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",None,Dean's List,1,1,0,06/14/2024,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/judy-bishop-578,https://github.com/jbishop578,2025-10-25 05:48:41
579,707ea176-7d9e-4778-a0eb-513a390e1232,b6418c55-18c1-4941-9268-b35ac85a9caa,EMP000579,Data Analyst,3.1,Mid,"Java, Algorithms, Data Structures","ML, DL, MLOps",Azure Fundamentals,Published Paper,0,1,1,12/31/2026,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/roger-holder-579,https://github.com/rholder579,2025-10-25 05:48:41
580,f0ebf7a6-a0db-40e4-8fac-e567cd46b5e3,e7060caf-ae6e-4a86-95e3-7642fa1f0577,EMP000580,ML Engineer,6.4,Senior,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Capstone Award,0,0,1,12/31/2026,Private,Phone,America/Chicago,https://portfolio.example.com/anthony-rocha-580,https://github.com/arocha580,2025-10-25 05:48:41
581,a6fb86c0-0ebb-4eda-8c70-b5fbae19246d,fa310870-e73d-4b31-bcfd-c712edc6cc3d,EMP000581,Software Engineer,8.3,Senior,"Git, CI/CD, Microservices","ML, DL, MLOps",Security+,Published Paper,0,0,1,12/31/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/erica-cooper-581,https://github.com/ecooper581,2025-10-25 05:48:41
582,59c0eb7b-c6af-4418-8e5c-8036ef87b0ba,8756a4ed-6d42-403b-bedf-c0368b0cb961,EMP000582,Associate Consultant,0.6,Early,"Python, SQL, Statistics","DAX, Modeling, Dashboards",Security+,Dean's List,1,1,0,03/15/2025,Private,Phone,America/New_York,https://portfolio.example.com/danielle-collins-582,https://github.com/dcollins582,2025-10-25 05:48:41
583,6bf2b90d-2824-4306-a7d9-40d34ce1b041,99388597-30c1-44bb-b3ab-da1e6e751cdd,EMP000583,Security Analyst,9.9,Senior,"Network Security, Splunk, IAM","AWS, Azure, GCP",Security+,Volunteer Lead,0,1,1,09/14/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/paula-taylor-583,https://github.com/ptaylor583,2025-10-25 05:48:41
584,93693659-8e88-4b9d-9086-817815f32e58,dbf3f3e1-c6fe-4900-99fb-1885d9788c71,EMP000584,Security Analyst,2.9,Mid,"Network Security, Splunk, IAM","ML, DL, MLOps",AWS CCP,Volunteer Lead,0,0,0,10/14/2024,Public,Email,America/Los_Angeles,https://portfolio.example.com/david-huber-584,https://github.com/dhuber584,2025-10-25 05:48:41
585,a648fa62-a320-41f1-af40-3fa9ae8793da,115481f8-93c1-4125-9125-ee9acf2f778d,EMP000585,Security Analyst,9.9,Senior,"ETL, Databases, Cloud","SIEM, SOC",AWS CCP,Capstone Award,1,1,1,10/14/2023,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/james-costa-585,https://github.com/jcosta585,2025-10-25 05:48:41
586,19e56846-4994-447b-9102-75a9c239e1e6,a374d453-3d15-4a21-8584-5619c2fbfce8,EMP000586,Data Analyst,5.2,Senior,"ETL, Databases, Cloud","Communication, Teamwork",PMP,Hackathon Winner,0,1,1,01/13/2025,SLU-only,Phone,America/New_York,https://portfolio.example.com/robert-perez-586,https://github.com/rperez586,2025-10-25 05:48:41
587,814ece61-d95b-470e-8f92-9ee8f08adf75,8ffb8b78-cf9a-4076-924d-a506b0364426,EMP000587,Software Engineer,9.6,Senior,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",None,Volunteer Lead,1,1,1,09/15/2026,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/wendy-robinson-587,https://github.com/wrobinson587,2025-10-25 05:48:41
588,84608f3c-b0f9-4ee5-8a39-44bc9fb4dd97,e3ac6fe2-e72c-4468-ba78-1f035e63e137,EMP000588,Software Engineer,1.0,Early,"Power BI, Excel, Storytelling","AWS, Azure, GCP",AWS CCP,Dean's List,1,1,0,10/14/2023,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/jason-rodriguez-588,https://github.com/jrodriguez588,2025-10-25 05:48:41
589,b6a8c990-32b8-4515-9532-7957ddd814b0,a49408f3-7459-4a46-af88-28c256aaa693,EMP000589,Associate Consultant,2.9,Mid,"Java, Algorithms, Data Structures","SIEM, SOC",PMP,Capstone Award,0,1,0,12/31/2026,Private,Email,America/New_York,https://portfolio.example.com/amy-banks-589,https://github.com/abanks589,2025-10-25 05:48:41
590,a7a6c076-e179-4550-a854-3b52eeedb52a,9bbb158d-269c-4072-9e2d-a9bfb337f223,EMP000590,Data Engineer,9.1,Senior,"Network Security, Splunk, IAM","Spark, Hadoop, PySpark",None,Capstone Award,0,1,0,04/14/2023,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/margaret-long-590,https://github.com/mlong590,2025-10-25 05:48:41
591,f8a68e0d-968e-4019-b3e3-6860d8f26945,684b242f-b94d-4d2f-9af5-61534ff0288d,EMP000591,Cloud Engineer,3.8,Mid,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",Security+,Hackathon Winner,1,0,0,02/13/2023,Private,Email,America/Chicago,https://portfolio.example.com/amber-fleming-591,https://github.com/afleming591,2025-10-25 05:48:41
592,fa826821-5e20-423c-b594-0fea4ece3309,1465ca65-a756-49f5-930e-cfeeb9c6557b,EMP000592,Associate Consultant,0.4,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",AWS CCP,Hackathon Winner,0,0,1,12/14/2022,SLU-only,Phone,America/New_York,https://portfolio.example.com/hayley-johnson-592,https://github.com/hjohnson592,2025-10-25 05:48:41
593,a716c170-dbed-4598-99c8-9f01090b2776,ab685e90-9e8f-4ec8-b23b-3c9f61b75bb2,EMP000593,QA Engineer,6.0,Senior,"Python, SQL, Statistics","SIEM, SOC",PMP,Volunteer Lead,0,1,1,11/13/2024,Public,LinkedIn,America/Chicago,https://portfolio.example.com/gloria-hall-593,https://github.com/ghall593,2025-10-25 05:48:41
594,03e2822a-d558-4c64-93c6-6dca1e55210f,8987e5c3-4e06-412c-9100-a1876475d304,EMP000594,Associate Consultant,6.7,Senior,"Network Security, Splunk, IAM","ML, DL, MLOps",Security+,Published Paper,1,1,0,07/15/2025,SLU-only,Phone,America/Chicago,https://portfolio.example.com/william-roberson-594,https://github.com/wroberson594,2025-10-25 05:48:41
595,8f75fee4-d231-4caa-b201-0f86fe8f4db8,3cc12ae0-8850-49d4-9bb5-e66be1df84fa,EMP000595,Product Analyst,1.1,Early,"Python, SQL, Statistics","SIEM, SOC",Azure Fundamentals,Published Paper,0,1,1,01/13/2024,Public,Phone,America/Los_Angeles,https://portfolio.example.com/rachel-callahan-595,https://github.com/rcallahan595,2025-10-25 05:48:41
596,c327c409-2c83-4538-805f-e1df7eb6a66e,08d70cbf-14b4-47e3-b6c4-1c15966bb1c4,EMP000596,Security Analyst,4.0,Mid,"Power BI, Excel, Storytelling","SIEM, SOC",PMP,Published Paper,1,1,0,11/14/2023,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/lawrence-wood-596,https://github.com/lwood596,2025-10-25 05:48:41
597,1a993b79-e48b-4ee8-b9f8-0f8971720981,e6d9d86d-81b7-476d-9814-f8e3f2e43a6e,EMP000597,Data Engineer,8.0,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",PMP,Published Paper,1,0,1,12/31/2026,Public,LinkedIn,America/New_York,https://portfolio.example.com/jesus-branch-597,https://github.com/jbranch597,2025-10-25 05:48:41
598,26fd486e-e8a5-4952-8160-4e1a9dbd6ca6,22b6cb40-8f22-4850-8c54-d9880b8251bd,EMP000598,Cloud Engineer,11.9,Lead,"Java, Algorithms, Data Structures","SIEM, SOC",None,Hackathon Winner,1,1,1,07/15/2026,Public,Email,America/Los_Angeles,https://portfolio.example.com/rebecca-west-598,https://github.com/rwest598,2025-10-25 05:48:41
599,1e32a36e-8b7f-4ff0-aa9b-29699af0d90d,f02c2601-3c18-4fc5-95d6-f75b355f6b6a,EMP000599,Product Analyst,9.9,Senior,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",PMP,Dean's List,0,1,1,12/31/2026,Private,LinkedIn,America/Chicago,https://portfolio.example.com/todd-ward-599,https://github.com/tward599,2025-10-25 05:48:41
600,5a622ba4-87aa-465a-8fda-7606997464d0,72e70984-71a1-4a23-9604-d089c3bd1351,EMP000600,Data Engineer,2.3,Mid,"Git, CI/CD, Microservices","ML, DL, MLOps",None,Volunteer Lead,0,1,0,10/13/2024,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/kevin-murphy-600,https://github.com/kmurphy600,2025-10-25 05:48:41
601,4cb094d5-b79b-477a-b238-c63000ba433f,362b36b5-aeef-4954-b3ea-3930ae91c28a,EMP000601,Product Analyst,7.3,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",None,Dean's List,1,1,1,11/15/2023,Public,Email,America/Chicago,https://portfolio.example.com/jeremy-kelley-601,https://github.com/jkelley601,2025-10-25 05:48:41
602,dd1125c3-a3d2-4ae3-a5ae-22fe87c0742c,de7bc971-6388-4635-a36a-3ef1c59fccad,EMP000602,QA Engineer,8.4,Senior,"Python, SQL, Statistics","AWS, Azure, GCP",None,Published Paper,1,1,1,11/14/2023,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/francisco-shaffer-602,https://github.com/fshaffer602,2025-10-25 05:48:41
603,7dbd8849-71b9-4500-aeab-ba740fcdda9b,f3acf059-f072-4615-8b7c-09a812ffea21,EMP000603,Cloud Engineer,2.5,Mid,"Python, SQL, Statistics","AWS, Azure, GCP",Azure Fundamentals,Published Paper,0,1,1,11/14/2023,SLU-only,Email,America/Chicago,https://portfolio.example.com/catherine-young-603,https://github.com/cyoung603,2025-10-25 05:48:41
604,087e211c-cba0-4c43-a78e-8abca4b2048c,c013bea2-cbb1-4456-b4e0-1f195b7aa509,EMP000604,Security Analyst,3.5,Mid,"Network Security, Splunk, IAM","SIEM, SOC",Azure Fundamentals,Capstone Award,0,1,1,12/13/2023,Private,Phone,America/Los_Angeles,https://portfolio.example.com/paul-rodriguez-604,https://github.com/prodriguez604,2025-10-25 05:48:41
605,71e46c7b-542b-4c22-a519-80cc94cf01be,2f4ddd07-68e5-4974-9d1d-be8b50eb3d2b,EMP000605,Product Analyst,3.1,Mid,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Dean's List,1,1,1,03/14/2024,Public,Phone,America/New_York,https://portfolio.example.com/thomas-bass-605,https://github.com/tbass605,2025-10-25 05:48:41
606,941a01d5-d01c-467a-afdc-10d6e1f7c261,804ed92e-bea5-4542-b1b9-5b85fba938f6,EMP000606,QA Engineer,2.6,Mid,"ETL, Databases, Cloud","ML, DL, MLOps",None,Dean's List,1,1,1,08/15/2022,SLU-only,Phone,America/Chicago,https://portfolio.example.com/cameron-cooper-606,https://github.com/ccooper606,2025-10-25 05:48:41
607,51849549-eb78-4011-ba7b-b9cecd47328a,db9292cf-6fde-4929-aedd-817b9519d17e,EMP000607,QA Engineer,1.2,Early,"Python, SQL, Statistics","AWS, Azure, GCP",Security+,Volunteer Lead,1,0,0,09/14/2025,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/anita-brown-607,https://github.com/abrown607,2025-10-25 05:48:41
608,33327752-8728-40bc-be47-4a093a6099d1,8cd8229f-142f-4bf6-8a3c-7819a8498707,EMP000608,Business Analyst,4.7,Mid,"Git, CI/CD, Microservices","SIEM, SOC",None,Published Paper,0,1,1,04/15/2023,Public,Phone,America/Los_Angeles,https://portfolio.example.com/thomas-livingston-608,https://github.com/tlivingston608,2025-10-25 05:48:41
609,9b1892af-8c35-4bf8-b728-71899d90f384,10741e87-1d1a-42d0-8df9-67cb176d72e8,EMP000609,ML Engineer,3.1,Mid,"Python, SQL, Statistics","Spark, Hadoop, PySpark",AWS CCP,Volunteer Lead,1,0,0,03/16/2026,Private,Phone,America/Chicago,https://portfolio.example.com/charles-cardenas-609,https://github.com/ccardenas609,2025-10-25 05:48:41
610,f55396f7-bc99-4d86-854d-a81fd898fc20,fcf60dbd-8349-48c4-bce1-9f83fccca440,EMP000610,Business Analyst,6.2,Senior,"Java, Algorithms, Data Structures","ML, DL, MLOps",Azure Fundamentals,Published Paper,0,0,1,02/14/2023,Public,Email,America/Chicago,https://portfolio.example.com/sean-brennan-610,https://github.com/sbrennan610,2025-10-25 05:48:41
611,b38a46cb-f442-4ba0-ae16-b668b3dddad4,77aa6118-8d33-4712-96cf-ace2a2ad46b7,EMP000611,Associate Consultant,0.8,Early,"Power BI, Excel, Storytelling","SIEM, SOC",AWS CCP,Hackathon Winner,0,1,0,08/15/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/julie-hunter-611,https://github.com/jhunter611,2025-10-25 05:48:41
612,52b42e55-fda2-43aa-ad14-8926ed213fe2,add1f210-18e3-4296-9c02-50ef4accb99e,EMP000612,Data Analyst,9.0,Senior,"ETL, Databases, Cloud","ML, DL, MLOps",PMP,Capstone Award,0,0,0,06/16/2023,Public,Email,America/Los_Angeles,https://portfolio.example.com/kaitlyn-tran-612,https://github.com/ktran612,2025-10-25 05:48:41
613,727dd8a4-d379-4143-aa7f-7a0f8254417a,3e89239b-f74a-443c-8585-72d6ba635615,EMP000613,Business Analyst,0.7,Early,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",PMP,Volunteer Lead,1,0,0,05/16/2022,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/michael-cantrell-613,https://github.com/mcantrell613,2025-10-25 05:48:41
614,2226e3d3-e7a5-4011-8093-d762dcaf1b62,7788ef42-5e71-4e6d-8b13-659abe1298dc,EMP000614,Product Analyst,3.9,Mid,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",Security+,Hackathon Winner,1,1,1,02/12/2025,Public,LinkedIn,America/New_York,https://portfolio.example.com/timothy-townsend-614,https://github.com/ttownsend614,2025-10-25 05:48:41
615,25af62c5-3b7b-4119-9aec-bd57efde6b31,9042cf60-d6c4-411d-ba72-e1a80dab704d,EMP000615,Product Analyst,11.4,Lead,"Network Security, Splunk, IAM","SIEM, SOC",AWS CCP,Capstone Award,1,0,0,04/14/2022,Private,Email,America/New_York,https://portfolio.example.com/laura-brown-615,https://github.com/lbrown615,2025-10-25 05:48:41
616,28fa0cd9-6d96-47ac-97a9-b9f2e94b10fb,107cf241-401c-4741-9420-a97d6827ed99,EMP000616,Business Analyst,4.5,Mid,"ETL, Databases, Cloud","Communication, Teamwork",Security+,Hackathon Winner,0,1,1,10/14/2025,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/amber-rodriguez-616,https://github.com/arodriguez616,2025-10-25 05:48:41
617,4cd215ea-0185-4b5c-aee0-21ed5208b5a9,15113546-ea0d-4164-a8cd-28418052e5e0,EMP000617,ML Engineer,5.7,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",Azure Fundamentals,Hackathon Winner,1,0,1,01/13/2025,Private,LinkedIn,America/Chicago,https://portfolio.example.com/julian-brooks-617,https://github.com/jbrooks617,2025-10-25 05:48:41
618,00ef5b26-ac14-4bd8-ad37-d2775f470712,0bf662bd-b3d4-4de8-becd-bdd560ee0323,EMP000618,Product Analyst,3.8,Mid,"Python, SQL, Statistics","ML, DL, MLOps",Azure Fundamentals,Hackathon Winner,0,0,1,07/15/2023,Public,LinkedIn,America/Los_Angeles,https://portfolio.example.com/curtis-atkins-618,https://github.com/catkins618,2025-10-25 05:48:41
