serial_no,student_id,slu_banner_id,first_name,last_name,preferred_name,slu_email,personal_email,phone_e164,program_name,college_name,concentration,start_term,grad_term,graduation_year,visa_status,opt_status,current_location_city,current_location_state,current_location_country,linkedin_url
548,e6f96eb5-2713-4347-902f-a93c8d6b18d1,B0100548,Alec,Fields,Stephen,afields.548@slu.edu,alec.fields548@example.com,12893773821,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2020,Fall-2022,2022,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-548
549,35d58388-c9b4-4970-a8a7-ce4a95fe2c49,B0100549,Krystal,Shah,Krystal,kshah.549@slu.edu,krystal.shah549@example.com,19882746277,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2023,Fall-2024,2024,PR,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-549
550,ade0c710-1357-4005-ad41-1092d9d29768,B0100550,Marie,Buchanan,Marie,mbuchanan.550@slu.edu,marie.buchanan550@example.com,13834706871,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2021,Fall-2023,2023,PR,None,Hyderabad,MA,India,https://www.linkedin.com/in/slu-student-550
551,20d06942-47a3-4e95-9934-f52cb763b4a3,B0100551,James,Ramos,James,jramos.551@slu.edu,james.ramos551@example.com,17416975649,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2022,Fall-2024,2024,F1,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-551
552,a06113fb-9014-4a25-8ebc-3bc5ebe625b4,B0100552,Alex,Arnold,James,aarnold.552@slu.edu,alex.arnold552@example.com,18874423882,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2023,Fall-2025,2025,PR,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-552
553,91d81682-7e77-4af1-b77e-3c6683d55d7d,B0100553,Paul,Howard,Paul,phoward.553@slu.edu,paul.howard553@example.com,17244026608,MBA,Chaifetz School of Business,Business Analytics,Fall-2023,Summer-2025,2025,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-553
554,5ff27ebd-d3b0-4e23-a6cb-3d16c5877836,B0100554,Vernon,Jones,Vernon,vjones.554@slu.edu,vernon.jones554@example.com,13219889555,MS Data Science,School of Science & Engineering,Big Data,Summer-2021,Fall-2023,2023,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-554
555,07143047-d057-4933-9f1f-15092b3407d6,B0100555,Andrew,Carpenter,Andrew,acarpenter.555@slu.edu,andrew.carpenter555@example.com,18674303397,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2023,Spring-2025,2025,Other,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-555
556,d2456994-361f-4b4e-b6b5-ed92bbef4538,B0100556,Angelica,Espinoza,Andrew,aespinoza.556@slu.edu,angelica.espinoza556@example.com,18922364147,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2022,Summer-2024,2024,F1,OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-556
557,88d46982-6d76-409d-b981-701b0ef88201,B0100557,Michael,Evans,Michael,mevans.557@slu.edu,michael.evans557@example.com,15936585587,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2024,Summer-2025,2025,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-557
558,15f98ffb-f833-4626-9db1-9a107d93b951,B0100558,Thomas,Mercado,Thomas,tmercado.558@slu.edu,thomas.mercado558@example.com,15103745455,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2023,Fall-2025,2025,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-558
559,54ff8d7d-ad27-4fdb-934a-ca365c87d54a,B0100559,Megan,Gilbert,Megan,mgilbert.559@slu.edu,megan.gilbert559@example.com,16627621143,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2020,Fall-2022,2022,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-559
560,e4fd0b5b-bd82-48f5-8d40-d0a97ad79a60,B0100560,Jeffery,Gray,Megan,jgray.560@slu.edu,jeffery.gray560@example.com,19335895092,MS Data Science,School of Science & Engineering,Big Data,Spring-2023,Summer-2025,2025,PR,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-560
561,af11b86a-8f05-42b1-9078-ab2ceb26245a,B0100561,Matthew,Camacho,Matthew,mcamacho.561@slu.edu,matthew.camacho561@example.com,16589418005,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2022,Spring-2024,2024,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-561
562,8e4e6998-d5c3-427d-af57-702cf6d2629f,B0100562,Timothy,Nelson,Timothy,tnelson.562@slu.edu,timothy.nelson562@example.com,16336894088,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2021,Summer-2022,2022,H1B,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-562
563,f4b91bc4-fa34-4fbc-9b81-56d8127d375e,B0100563,Cheryl,Adams,Cheryl,cadams.563@slu.edu,cheryl.adams563@example.com,14939642411,MS Data Science,School of Science & Engineering,Big Data,Fall-2023,Spring-2024,2024,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-563
564,04eda57f-8f19-41cb-9e75-04885c9e5836,B0100564,Wayne,Johnson,Cheryl,wjohnson.564@slu.edu,wayne.johnson564@example.com,12839756354,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2022,Summer-2023,2023,PR,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-564
565,6718cddf-8df4-4507-a218-b96032131e16,B0100565,Michael,Everett,Michael,meverett.565@slu.edu,michael.everett565@example.com,17514257899,MS Data Science,School of Science & Engineering,Big Data,Summer-2022,Summer-2024,2024,PR,None,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-565
566,d488923d-9d19-4aa5-8afe-3debdc2e5514,B0100566,Troy,Hickman,Troy,thickman.566@slu.edu,troy.hickman566@example.com,14429542119,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2023,Fall-2025,2025,F1,OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-566
567,9d3cf881-dcb2-492b-adce-6609cfdb04e5,B0100567,Katherine,Russell,Katherine,krussell.567@slu.edu,katherine.russell567@example.com,12903286035,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2020,Summer-2021,2021,Other,None,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-567
568,13754a7e-64d5-46dc-9115-a0a830d8fc42,B0100568,Scott,Gonzalez,Katherine,sgonzalez.568@slu.edu,scott.gonzalez568@example.com,13372919383,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2021,Summer-2022,2022,Other,None,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-568
569,67d8ac75-b8c4-4b23-b5a3-c4c80ea1d34b,B0100569,Kevin,Reed,Kevin,kreed.569@slu.edu,kevin.reed569@example.com,12734691943,MS Data Science,School of Science & Engineering,Big Data,Spring-2023,Spring-2024,2024,F1,STEM OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-569
570,b996be85-7be0-4106-89b2-c70f0c7a3db2,B0100570,Scott,Ochoa,Scott,sochoa.570@slu.edu,scott.ochoa570@example.com,12282829115,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2024,Fall-2025,2025,F1,STEM OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-570
571,84c399be-d615-46be-889e-3d49a27a277f,B0100571,Jason,Maddox,Jason,jmaddox.571@slu.edu,jason.maddox571@example.com,19376672372,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2021,Summer-2022,2022,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-571
572,ee0ce73c-7fc1-494b-8179-a5b11084b788,B0100572,Alan,Mathis,Jason,amathis.572@slu.edu,alan.mathis572@example.com,18512176478,MS Information Technology,School of Science & Engineering,Networking,Spring-2020,Fall-2021,2021,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-572
573,af7ea8cc-471e-4a5c-9eb2-e1dda142f4b8,B0100573,Erica,Bryant,Erica,ebryant.573@slu.edu,erica.bryant573@example.com,13047118422,MS Data Science,School of Science & Engineering,Big Data,Fall-2020,Fall-2022,2022,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-573
574,4bd4d3ae-be53-4b3b-b4d5-cd61c37f5057,B0100574,Laura,Cole,Laura,lcole.574@slu.edu,laura.cole574@example.com,15018894026,MBA,Chaifetz School of Business,Business Analytics,Spring-2023,Summer-2024,2024,F1,OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-574
575,26fde36b-88c7-4c42-a1dc-39f75ab6e575,B0100575,Paul,Maldonado,Paul,pmaldonado.575@slu.edu,paul.maldonado575@example.com,14523256550,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Summer-2022,2022,Other,None,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-575
576,11c67dcc-453b-4d70-abd0-ed91c33e0c8d,B0100576,Linda,Bowen,Paul,lbowen.576@slu.edu,linda.bowen576@example.com,15797998300,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2024,Fall-2026,2026,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-576
577,279344ef-4a23-43c3-aac7-dc40e07b2796,B0100577,Karen,Santiago,Karen,ksantiago.577@slu.edu,karen.santiago577@example.com,19764593659,MBA,Chaifetz School of Business,Business Analytics,Spring-2022,Spring-2023,2023,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-577
578,eea7f7eb-6c9e-43fb-8cdf-5c5da5889923,B0100578,Judy,Bishop,Judy,jbishop.578@slu.edu,judy.bishop578@example.com,12905023771,MBA,Chaifetz School of Business,Business Analytics,Summer-2020,Summer-2022,2022,F1,STEM OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-578
579,b6418c55-18c1-4941-9268-b35ac85a9caa,B0100579,Roger,Holder,Roger,rholder.579@slu.edu,roger.holder579@example.com,14017038939,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2024,Spring-2026,2026,F1,OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-579
580,e7060caf-ae6e-4a86-95e3-7642fa1f0577,B0100580,Anthony,Rocha,Roger,arocha.580@slu.edu,anthony.rocha580@example.com,15984009263,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2024,Fall-2026,2026,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-580
581,fa310870-e73d-4b31-bcfd-c712edc6cc3d,B0100581,Erica,Cooper,Erica,ecooper.581@slu.edu,erica.cooper581@example.com,17876099885,MS Data Science,School of Science & Engineering,Big Data,Fall-2023,Fall-2025,2025,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-581
582,8756a4ed-6d42-403b-bedf-c0368b0cb961,B0100582,Danielle,Collins,Danielle,dcollins.582@slu.edu,danielle.collins582@example.com,14349147132,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2021,Fall-2023,2023,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-582
583,99388597-30c1-44bb-b3ab-da1e6e751cdd,B0100583,Paula,Taylor,Paula,ptaylor.583@slu.edu,paula.taylor583@example.com,18913829445,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2024,Summer-2025,2025,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-583
584,dbf3f3e1-c6fe-4900-99fb-1885d9788c71,B0100584,David,Huber,Paula,dhuber.584@slu.edu,david.huber584@example.com,18737173581,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2022,Fall-2023,2023,Citizen,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-584
585,115481f8-93c1-4125-9125-ee9acf2f778d,B0100585,James,Costa,James,jcosta.585@slu.edu,james.costa585@example.com,14432323899,MBA,Chaifetz School of Business,Business Analytics,Summer-2020,Spring-2022,2022,F1,OPT,Hyderabad,MO,India,https://www.linkedin.com/in/slu-student-585
586,a374d453-3d15-4a21-8584-5619c2fbfce8,B0100586,Robert,Perez,Robert,rperez.586@slu.edu,robert.perez586@example.com,16432788944,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2022,Spring-2024,2024,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-586
587,8ffb8b78-cf9a-4076-924d-a506b0364426,B0100587,Wendy,Robinson,Wendy,wrobinson.587@slu.edu,wendy.robinson587@example.com,15637235979,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2024,Fall-2025,2025,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-587
588,e3ac6fe2-e72c-4468-ba78-1f035e63e137,B0100588,Jason,Rodriguez,Wendy,jrodriguez.588@slu.edu,jason.rodriguez588@example.com,13369505829,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2020,Summer-2022,2022,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-588
589,a49408f3-7459-4a46-af88-28c256aaa693,B0100589,Amy,Banks,Amy,abanks.589@slu.edu,amy.banks589@example.com,17812529869,MS Data Science,School of Science & Engineering,Big Data,Summer-2024,Fall-2025,2025,PR,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-589
590,9bbb158d-269c-4072-9e2d-a9bfb337f223,B0100590,Margaret,Long,Margaret,mlong.590@slu.edu,margaret.long590@example.com,19266389828,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2020,Spring-2022,2022,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-590
591,684b242f-b94d-4d2f-9af5-61534ff0288d,B0100591,Amber,Fleming,Amber,afleming.591@slu.edu,amber.fleming591@example.com,13218776994,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2021,Summer-2022,2022,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-591
592,1465ca65-a756-49f5-930e-cfeeb9c6557b,B0100592,Hayley,Johnson,Amber,hjohnson.592@slu.edu,hayley.johnson592@example.com,17949999815,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2020,Summer-2021,2021,F1,OPT,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-592
593,ab685e90-9e8f-4ec8-b23b-3c9f61b75bb2,B0100593,Gloria,Hall,Gloria,ghall.593@slu.edu,gloria.hall593@example.com,17192889849,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2023,Spring-2024,2024,Other,None,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-593
594,8987e5c3-4e06-412c-9100-a1876475d304,B0100594,William,Roberson,William,wroberson.594@slu.edu,william.roberson594@example.com,19228333713,MS Information Technology,School of Science & Engineering,Networking,Summer-2023,Summer-2024,2024,Citizen,None,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-594
595,3cc12ae0-8850-49d4-9bb5-e66be1df84fa,B0100595,Rachel,Callahan,Rachel,rcallahan.595@slu.edu,rachel.callahan595@example.com,18793563996,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2022,Spring-2023,2023,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-595
596,08d70cbf-14b4-47e3-b6c4-1c15966bb1c4,B0100596,Lawrence,Wood,Rachel,lwood.596@slu.edu,lawrence.wood596@example.com,19895889394,MBA,Chaifetz School of Business,Business Analytics,Summer-2020,Summer-2022,2022,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-596
597,e6d9d86d-81b7-476d-9814-f8e3f2e43a6e,B0100597,Jesus,Branch,Jesus,jbranch.597@slu.edu,jesus.branch597@example.com,18339467747,MS Information Technology,School of Science & Engineering,Networking,Spring-2024,Fall-2026,2026,PR,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-597
598,22b6cb40-8f22-4850-8c54-d9880b8251bd,B0100598,Rebecca,West,Rebecca,rwest.598@slu.edu,rebecca.west598@example.com,18923389152,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2023,Summer-2025,2025,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-598
599,f02c2601-3c18-4fc5-95d6-f75b355f6b6a,B0100599,Todd,Ward,Todd,tward.599@slu.edu,todd.ward599@example.com,17233172518,MS Data Science,School of Science & Engineering,Big Data,Fall-2024,Spring-2026,2026,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-599
600,72e70984-71a1-4a23-9604-d089c3bd1351,B0100600,Kevin,Murphy,Todd,kmurphy.600@slu.edu,kevin.murphy600@example.com,19077031236,MS Data Science,School of Science & Engineering,Big Data,Spring-2021,Summer-2023,2023,F1,None,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-600
601,362b36b5-aeef-4954-b3ea-3930ae91c28a,B0100601,Jeremy,Kelley,Jeremy,jkelley.601@slu.edu,jeremy.kelley601@example.com,13478008112,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2020,Fall-2022,2022,Citizen,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-601
602,de7bc971-6388-4635-a36a-3ef1c59fccad,B0100602,Francisco,Shaffer,Francisco,fshaffer.602@slu.edu,francisco.shaffer602@example.com,14128905749,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2021,Summer-2022,2022,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-602
603,f3acf059-f072-4615-8b7c-09a812ffea21,B0100603,Catherine,Young,Catherine,cyoung.603@slu.edu,catherine.young603@example.com,16169225262,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2021,Summer-2022,2022,F1,STEM OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-603
604,c013bea2-cbb1-4456-b4e0-1f195b7aa509,B0100604,Paul,Rodriguez,Catherine,prodriguez.604@slu.edu,paul.rodriguez604@example.com,15796017243,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2021,Spring-2022,2022,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-604
605,2f4ddd07-68e5-4974-9d1d-be8b50eb3d2b,B0100605,Thomas,Bass,Thomas,tbass.605@slu.edu,thomas.bass605@example.com,13638006600,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2021,Spring-2022,2022,Citizen,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-605
606,804ed92e-bea5-4542-b1b9-5b85fba938f6,B0100606,Cameron,Cooper,Cameron,ccooper.606@slu.edu,cameron.cooper606@example.com,17178103908,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2020,Summer-2021,2021,Other,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-606
607,db9292cf-6fde-4929-aedd-817b9519d17e,B0100607,Anita,Brown,Anita,abrown.607@slu.edu,anita.brown607@example.com,14735244512,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2023,Summer-2024,2024,F1,STEM OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-607
608,8cd8229f-142f-4bf6-8a3c-7819a8498707,B0100608,Thomas,Livingston,Anita,tlivingston.608@slu.edu,thomas.livingston608@example.com,12965247074,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2020,Summer-2021,2021,F1,OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-608
609,10741e87-1d1a-42d0-8df9-67cb176d72e8,B0100609,Charles,Cardenas,Charles,ccardenas.609@slu.edu,charles.cardenas609@example.com,13302574443,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2024,Summer-2025,2025,F1,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-609
610,fcf60dbd-8349-48c4-bce1-9f83fccca440,B0100610,Sean,Brennan,Sean,sbrennan.610@slu.edu,sean.brennan610@example.com,12384545161,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Fall-2021,2021,F1,STEM OPT,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-610
611,77aa6118-8d33-4712-96cf-ace2a2ad46b7,B0100611,Julie,Hunter,Julie,jhunter.611@slu.edu,julie.hunter611@example.com,12478901026,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2023,Fall-2025,2025,H1B,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-611
612,add1f210-18e3-4296-9c02-50ef4accb99e,B0100612,Kaitlyn,Tran,Julie,ktran.612@slu.edu,kaitlyn.tran612@example.com,13354639033,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2020,Fall-2022,2022,F1,STEM OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-612
613,3e89239b-f74a-443c-8585-72d6ba635615,B0100613,Michael,Cantrell,Michael,mcantrell.613@slu.edu,michael.cantrell613@example.com,13414254942,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2020,Fall-2021,2021,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-613
614,7788ef42-5e71-4e6d-8b13-659abe1298dc,B0100614,Timothy,Townsend,Timothy,ttownsend.614@slu.edu,timothy.townsend614@example.com,19804177620,MS Cybersecurity,School of Science & Engineering,Network Security,Summer-2022,Spring-2024,2024,Citizen,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-614
